Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Brittany Schlater,F,SBD,Raw,27.5,24-34,24-39,F_OR_ACPF,118.4,90+,205,215,227.5,,227.5,105,110,115,,115,205,215,227.5,,227.5,570,1,459.11,456.90,387.45,97.94,Yes,Canada,,CPF,WPC,2019-03-23,Canada,ON,Toronto,Quantum Powerlifting LIFT4LIFE Charity Meet,Yes
Brittany Schlater,F,SBD,Raw,27.5,24-34,24-39,Open,118.5,84+,,,,,247.5,,,,,125.5,,,,,235.5,608.5,1,490.00,487.69,413.54,104.54,Yes,Canada,ON,CPU,IPF,2019-03-04,Canada,ON,Ottawa,National Championship,Yes
Brittany Schlater,F,SBD,Raw,26.5,24-34,24-39,Open,128.3,84+,,,,,255,,,,,125,,,,,230,610,1,481.11,482.03,407.05,103.50,Yes,Canada,ON,CPU,IPF,2018-11-02,Canada,ON,Ottawa,Ontario Open and Masters Provincials,Yes
Brittany Schlater,F,SBD,Raw,26.5,24-34,24-39,Open,125.9,84+,,,,,237.5,,,,,117.5,,,,,220,575,1,455.55,455.91,385.32,97.82,Yes,Canada,ON,CPU,IPF,2018-08-24,Canada,ON,Ottawa,Central Canadian Championship,Yes
Brittany Schlater,F,SBD,Raw,25.5,24-34,24-39,Open,120.4,84+,,,,,227.5,,,,,115.5,,,,,233,576,1,461.73,460.33,389.99,98.68,Yes,Canada,ON,CPU,IPF,2017-11-16,Canada,ON,Bowmanville,Ontario Open and Masters Provincials,Yes
Brittany Schlater,F,SBD,Raw,25.5,24-34,24-39,Open,115.9,84+,,,,,220,,,,,105,,,,,220,545,1,441.78,438.57,372.36,94.00,Yes,Canada,ON,CPU,IPF,2017-07-08,Canada,ON,North York,Apex Summer Showdown,Yes
Brittany Schlater,F,SBD,Raw,25.5,24-34,24-39,Open,110.2,84+,,,,,182.5,,,,,97.5,,,,,205,485,1,399.55,394.19,335.51,84.50,Yes,Canada,ON,CPU,IPF,2017-01-05,Canada,ON,Guelph,Central Canadian Championship,Yes
Brittany Schlater,F,SBD,Raw,24.5,24-34,24-39,Open,106.1,84+,,,,,172.5,,,,,92.5,,,,,192.5,457.5,1,381.88,375.00,319.64,80.39,Yes,Canada,ON,CPU,IPF,2016-11-12,Canada,ON,St. Catherines,Ontario Masters and Open Championship,Yes
Brittany Schlater,F,SBD,Raw,24.5,24-34,24-39,Open,90,84+,,,,,155,,,,,77.5,,,,,185,417.5,1,372.21,360.75,313.57,76.88,Yes,Canada,ON,CPU,IPF,2016-07-09,Canada,ON,London,London Open,Yes
Brittany Schlater,F,SBD,Raw,24.5,24-34,24-39,Open,102.1,84+,,,,,160,,,,,75,,,,,182.5,417.5,1,353.45,345.57,296.08,74.05,Yes,Canada,ON,CPU,IPF,2016-04-23,Canada,ON,Belle River,Belle River Open,Yes
